X,Y,Z,ROCK_TYPE,POROSITY,PERMEABILITY
25.0,625.0,125.0,unknown,0.0,0.0
25.0,625.0,175.0,unknown,0.0,0.0
25.0,675.0,25.0,unknown,0.0,0.0
25.0,675.0,75.0,unknown,0.0,0.0
25.0,675.0,125.0,unknown,0.0,0.0
25.0,675.0,175.0,unknown,0.0,0.0
25.0,725.0,25.0,unknown,0.0,0.0
25.0,725.0,75.0,unknown,0.0,0.0
25.0,725.0,125.0,unknown,0.0,0.0
25.0,725.0,175.0,unknown,0.0,0.0
25.0,775.0,25.0,unknown,0.0,0.0
25.0,775.0,75.0,unknown,0.0,0.0
25.0,775.0,125.0,unknown,0.0,0.0
25.0,775.0,175.0,unknown,0.0,0.0
25.0,825.0,25.0,unknown,0.0,0.0
25.0,825.0,75.0,unknown,0.0,0.0
25.0,825.0,125.0,unknown,0.0,0.0
25.0,825.0,175.0,unknown,0.0,0.0
25.0,875.0,25.0,unknown,0.0,0.0
25.0,875.0,75.0,unknown,0.0,0.0
25.0,875.0,125.0,unknown,0.0,0.0
25.0,875.0,175.0,unknown,0.0,0.0
25.0,925.0,25.0,unknown,0.0,0.0
25.0,925.0,75.0,unknown,0.0,0.0
25.0,925.0,125.0,unknown,0.0,0.0
25.0,925.0,175.0,unknown,0.0,0.0
25.0,975.0,25.0,unknown,0.0,0.0
25.0,975.0,75.0,unknown,0.0,0.0
25.0,975.0,125.0,unknown,0.0,0.0
25.0,975.0,175.0,unknown,0.0,0.0
75.0,25.0,25.0,unknown,0.0,0.0
75.0,25.0,75.0,unknown,0.0,0.0
75.0,25.0,125.0,unknown,0.0,0.0
75.0,25.0,175.0,unknown,0.0,0.0
75.0,75.0,25.0,unknown,0.0,0.0
75.0,75.0,75.0,unknown,0.0,0.0
75.0,75.0,125.0,unknown,0.0,0.0
75.0,75.0,175.0,unknown,0.0,0.0
75.0,125.0,25.0,unknown,0.0,0.0
75.0,125.0,75.0,unknown,0.0,0.0
75.0,125.0,125.0,unknown,0.0,0.0
75.0,125.0,175.0,unknown,0.0,0.0
75.0,175.0,25.0,unknown,0.0,0.0
75.0,175.0,75.0,unknown,0.0,0.0
75.0,175.0,125.0,unknown,0.0,0.0
75.0,175.0,175.0,unknown,0.0,0.0
75.0,225.0,25.0,unknown,0.0,0.0
75.0,225.0,75.0,unknown,0.0,0.0
75.0,225.0,125.0,unknown,0.0,0.0
75.0,225.0,175.0,unknown,0.0,0.0
75.0,275.0,25.0,unknown,0.0,0.0
75.0,275.0,75.0,unknown,0.0,0.0
75.0,275.0,125.0,unknown,0.0,0.0
75.0,275.0,175.0,unknown,0.0,0.0
75.0,325.0,25.0,unknown,0.0,0.0
75.0,325.0,75.0,unknown,0.0,0.0
75.0,325.0,125.0,unknown,0.0,0.0
75.0,325.0,175.0,unknown,0.0,0.0
75.0,375.0,25.0,unknown,0.0,0.0
75.0,375.0,75.0,unknown,0.0,0.0
75.0,375.0,125.0,unknown,0.0,0.0
75.0,375.0,175.0,unknown,0.0,0.0
75.0,425.0,25.0,unknown,0.0,0.0
75.0,425.0,75.0,unknown,0.0,0.0
75.0,425.0,125.0,unknown,0.0,0.0
75.0,425.0,175.0,unknown,0.0,0.0
75.0,475.0,25.0,unknown,0.0,0.0
75.0,475.0,75.0,unknown,0.0,0.0
75.0,475.0,125.0,unknown,0.0,0.0
75.0,475.0,175.0,unknown,0.0,0.0
75.0,525.0,25.0,unknown,0.0,0.0
75.0,525.0,75.0,unknown,0.0,0.0
75.0,525.0,125.0,unknown,0.0,0.0
75.0,525.0,175.0,unknown,0.0,0.0
75.0,575.0,25.0,unknown,0.0,0.0
75.0,575.0,75.0,unknown,0.0,0.0
75.0,575.0,125.0,unknown,0.0,0.0
75.0,575.0,175.0,unknown,0.0,0.0
75.0,625.0,25.0,unknown,0.0,0.0
75.0,625.0,75.0,unknown,0.0,0.0
75.0,625.0,125.0,unknown,0.0,0.0
75.0,625.0,175.0,unknown,0.0,0.0
75.0,675.0,25.0,unknown,0.0,0.0
75.0,675.0,75.0,unknown,0.0,0.0
75.0,675.0,125.0,unknown,0.0,0.0
75.0,675.0,175.0,unknown,0.0,0.0
75.0,725.0,25.0,unknown,0.0,0.0
75.0,725.0,75.0,unknown,0.0,0.0
75.0,725.0,125.0,unknown,0.0,0.0
75.0,725.0,175.0,unknown,0.0,0.0
75.0,775.0,25.0,unknown,0.0,0.0
75.0,775.0,75.0,unknown,0.0,0.0
75.0,775.0,125.0,unknown,0.0,0.0
75.0,775.0,175.0,unknown,0.0,0.0
75.0,825.0,25.0,unknown,0.0,0.0
75.0,825.0,75.0,unknown,0.0,0.0
75.0,825.0,125.0,unknown,0.0,0.0
75.0,825.0,175.0,unknown,0.0,0.0
75.0,875.0,25.0,unknown,0.0,0.0
75.0,875.0,75.0,unknown,0.0,0.0
75.0,875.0,125.0,unknown,0.0,0.0
75.0,875.0,175.0,unknown,0.0,0.0
75.0,925.0,25.0,unknown,0.0,0.0
75.0,925.0,75.0,unknown,0.0,0.0
75.0,925.0,125.0,unknown,0.0,0.0
75.0,925.0,175.0,unknown,0.0,0.0
75.0,975.0,25.0,unknown,0.0,0.0
75.0,975.0,75.0,unknown,0.0,0.0
75.0,975.0,125.0,unknown,0.0,0.0
75.0,975.0,175.0,unknown,0.0,0.0
125.0,25.0,25.0,unknown,0.0,0.0
125.0,25.0,75.0,unknown,0.0,0.0
125.0,25.0,125.0,unknown,0.0,0.0
125.0,25.0,175.0,unknown,0.0,0.0
125.0,75.0,25.0,unknown,0.0,0.0
125.0,75.0,75.0,unknown,0.0,0.0
125.0,75.0,125.0,unknown,0.0,0.0
125.0,75.0,175.0,unknown,0.0,0.0
125.0,125.0,25.0,unknown,0.0,0.0
125.0,125.0,75.0,unknown,0.0,0.0
125.0,125.0,125.0,unknown,0.0,0.0
125.0,125.0,175.0,unknown,0.0,0.0
125.0,175.0,25.0,unknown,0.0,0.0
125.0,175.0,75.0,unknown,0.0,0.0
125.0,175.0,125.0,unknown,0.0,0.0
125.0,175.0,175.0,unknown,0.0,0.0
125.0,225.0,25.0,unknown,0.0,0.0
125.0,225.0,75.0,unknown,0.0,0.0
125.0,225.0,125.0,unknown,0.0,0.0
125.0,225.0,175.0,unknown,0.0,0.0
125.0,275.0,25.0,unknown,0.0,0.0
125.0,275.0,75.0,unknown,0.0,0.0
125.0,275.0,125.0,unknown,0.0,0.0
125.0,275.0,175.0,unknown,0.0,0.0
125.0,325.0,25.0,unknown,0.0,0.0
125.0,325.0,75.0,unknown,0.0,0.0
125.0,325.0,125.0,unknown,0.0,0.0
125.0,325.0,175.0,unknown,0.0,0.0
125.0,375.0,25.0,unknown,0.0,0.0
125.0,375.0,75.0,unknown,0.0,0.0
125.0,375.0,125.0,unknown,0.0,0.0
125.0,375.0,175.0,unknown,0.0,0.0
125.0,425.0,25.0,unknown,0.0,0.0
125.0,425.0,75.0,unknown,0.0,0.0
125.0,425.0,125.0,unknown,0.0,0.0
125.0,425.0,175.0,unknown,0.0,0.0
125.0,475.0,25.0,unknown,0.0,0.0
125.0,475.0,75.0,unknown,0.0,0.0
125.0,475.0,125.0,unknown,0.0,0.0
125.0,475.0,175.0,unknown,0.0,0.0
125.0,525.0,25.0,unknown,0.0,0.0
125.0,525.0,75.0,unknown,0.0,0.0
125.0,525.0,125.0,unknown,0.0,0.0
125.0,525.0,175.0,unknown,0.0,0.0
125.0,575.0,25.0,unknown,0.0,0.0
125.0,575.0,75.0,unknown,0.0,0.0
125.0,575.0,125.0,unknown,0.0,0.0
125.0,575.0,175.0,unknown,0.0,0.0
125.0,625.0,25.0,unknown,0.0,0.0
125.0,625.0,75.0,unknown,0.0,0.0
125.0,625.0,125.0,unknown,0.0,0.0
125.0,625.0,175.0,unknown,0.0,0.0
125.0,675.0,25.0,unknown,0.0,0.0
125.0,675.0,75.0,unknown,0.0,0.0
125.0,675.0,125.0,unknown,0.0,0.0
125.0,675.0,175.0,unknown,0.0,0.0
125.0,725.0,25.0,unknown,0.0,0.0
125.0,725.0,75.0,unknown,0.0,0.0
125.0,725.0,125.0,unknown,0.0,0.0
125.0,725.0,175.0,unknown,0.0,0.0
125.0,775.0,25.0,unknown,0.0,0.0
125.0,775.0,75.0,unknown,0.0,0.0
125.0,775.0,125.0,unknown,0.0,0.0
125.0,775.0,175.0,unknown,0.0,0.0
125.0,825.0,25.0,unknown,0.0,0.0
125.0,825.0,75.0,unknown,0.0,0.0
125.0,825.0,125.0,unknown,0.0,0.0
125.0,825.0,175.0,unknown,0.0,0.0
125.0,875.0,25.0,unknown,0.0,0.0
125.0,875.0,75.0,unknown,0.0,0.0
125.0,875.0,125.0,unknown,0.0,0.0
125.0,875.0,175.0,unknown,0.0,0.0
125.0,925.0,25.0,unknown,0.0,0.0
125.0,925.0,75.0,unknown,0.0,0.0
125.0,925.0,125.0,unknown,0.0,0.0
125.0,925.0,175.0,unknown,0.0,0.0
125.0,975.0,25.0,unknown,0.0,0.0
125.0,975.0,75.0,unknown,0.0,0.0
125.0,975.0,125.0,unknown,0.0,0.0
125.0,975.0,175.0,unknown,0.0,0.0
175.0,25.0,25.0,unknown,0.0,0.0
175.0,25.0,75.0,unknown,0.0,0.0
175.0,25.0,125.0,unknown,0.0,0.0
175.0,25.0,175.0,unknown,0.0,0.0
175.0,75.0,25.0,unknown,0.0,0.0
175.0,75.0,75.0,unknown,0.0,0.0
175.0,75.0,125.0,unknown,0.0,0.0
175.0,75.0,175.0,unknown,0.0,0.0
175.0,125.0,25.0,unknown,0.0,0.0
175.0,125.0,75.0,unknown,0.0,0.0
175.0,125.0,125.0,unknown,0.0,0.0
175.0,125.0,175.0,unknown,0.0,0.0
175.0,175.0,25.0,unknown,0.0,0.0
175.0,175.0,75.0,unknown,0.0,0.0
175.0,175.0,125.0,unknown,0.0,0.0
175.0,175.0,175.0,unknown,0.0,0.0
175.0,225.0,25.0,unknown,0.0,0.0
175.0,225.0,75.0,unknown,0.0,0.0
175.0,225.0,125.0,unknown,0.0,0.0
175.0,225.0,175.0,unknown,0.0,0.0
175.0,275.0,25.0,unknown,0.0,0.0
175.0,275.0,75.0,unknown,0.0,0.0
175.0,275.0,125.0,unknown,0.0,0.0
175.0,275.0,175.0,unknown,0.0,0.0
175.0,325.0,25.0,unknown,0.0,0.0
175.0,325.0,75.0,unknown,0.0,0.0
175.0,325.0,125.0,unknown,0.0,0.0
175.0,325.0,175.0,unknown,0.0,0.0
175.0,375.0,25.0,unknown,0.0,0.0
175.0,375.0,75.0,unknown,0.0,0.0
175.0,375.0,125.0,unknown,0.0,0.0
175.0,375.0,175.0,unknown,0.0,0.0
175.0,425.0,25.0,unknown,0.0,0.0
175.0,425.0,75.0,unknown,0.0,0.0
175.0,425.0,125.0,unknown,0.0,0.0
175.0,425.0,175.0,unknown,0.0,0.0
175.0,475.0,25.0,unknown,0.0,0.0
175.0,475.0,75.0,unknown,0.0,0.0
175.0,475.0,125.0,unknown,0.0,0.0
175.0,475.0,175.0,unknown,0.0,0.0
175.0,525.0,25.0,unknown,0.0,0.0
175.0,525.0,75.0,unknown,0.0,0.0
175.0,525.0,125.0,unknown,0.0,0.0
175.0,525.0,175.0,unknown,0.0,0.0
175.0,575.0,25.0,unknown,0.0,0.0
175.0,575.0,75.0,unknown,0.0,0.0
175.0,575.0,125.0,unknown,0.0,0.0
175.0,575.0,175.0,unknown,0.0,0.0
175.0,625.0,25.0,unknown,0.0,0.0
175.0,625.0,75.0,unknown,0.0,0.0
175.0,625.0,125.0,unknown,0.0,0.0
175.0,625.0,175.0,unknown,0.0,0.0
175.0,675.0,25.0,unknown,0.0,0.0
175.0,675.0,75.0,unknown,0.0,0.0
175.0,675.0,125.0,unknown,0.0,0.0
175.0,675.0,175.0,unknown,0.0,0.0
175.0,725.0,25.0,unknown,0.0,0.0
175.0,725.0,75.0,unknown,0.0,0.0
175.0,725.0,125.0,unknown,0.0,0.0
175.0,725.0,175.0,unknown,0.0,0.0
175.0,775.0,25.0,unknown,0.0,0.0
175.0,775.0,75.0,unknown,0.0,0.0
175.0,775.0,125.0,unknown,0.0,0.0
175.0,775.0,175.0,unknown,0.0,0.0
175.0,825.0,25.0,unknown,0.0,0.0
175.0,825.0,75.0,unknown,0.0,0.0
175.0,825.0,125.0,unknown,0.0,0.0
175.0,825.0,175.0,unknown,0.0,0.0
175.0,875.0,25.0,unknown,0.0,0.0
175.0,875.0,75.0,unknown,0.0,0.0
175.0,875.0,125.0,unknown,0.0,0.0
175.0,875.0,175.0,unknown,0.0,0.0
175.0,925.0,25.0,unknown,0.0,0.0
175.0,925.0,75.0,unknown,0.0,0.0
175.0,925.0,125.0,unknown,0.0,0.0
175.0,925.0,175.0,unknown,0.0,0.0
175.0,975.0,25.0,unknown,0.0,0.0
175.0,975.0,75.0,unknown,0.0,0.0
175.0,975.0,125.0,unknown,0.0,0.0
175.0,975.0,175.0,unknown,0.0,0.0
225.0,25.0,25.0,unknown,0.0,0.0
225.0,25.0,75.0,unknown,0.0,0.0
225.0,25.0,125.0,unknown,0.0,0.0
225.0,25.0,175.0,unknown,0.0,0.0
225.0,75.0,25.0,unknown,0.0,0.0
225.0,75.0,75.0,unknown,0.0,0.0
225.0,75.0,125.0,unknown,0.0,0.0
225.0,75.0,175.0,unknown,0.0,0.0
225.0,125.0,25.0,unknown,0.0,0.0
225.0,125.0,75.0,unknown,0.0,0.0
225.0,125.0,125.0,unknown,0.0,0.0
225.0,125.0,175.0,unknown,0.0,0.0
225.0,175.0,25.0,unknown,0.0,0.0
225.0,175.0,75.0,unknown,0.0,0.0
225.0,175.0,125.0,unknown,0.0,0.0
225.0,175.0,175.0,unknown,0.0,0.0
225.0,225.0,25.0,unknown,0.0,0.0
225.0,225.0,75.0,unknown,0.0,0.0
225.0,225.0,125.0,unknown,0.0,0.0
225.0,225.0,175.0,unknown,0.0,0.0
225.0,275.0,25.0,unknown,0.0,0.0
225.0,275.0,75.0,unknown,0.0,0.0
225.0,275.0,125.0,unknown,0.0,0.0
225.0,275.0,175.0,unknown,0.0,0.0
225.0,325.0,25.0,unknown,0.0,0.0
225.0,325.0,75.0,unknown,0.0,0.0
225.0,325.0,125.0,unknown,0.0,0.0
225.0,325.0,175.0,unknown,0.0,0.0
225.0,375.0,25.0,unknown,0.0,0.0
225.0,375.0,75.0,unknown,0.0,0.0
225.0,375.0,125.0,unknown,0.0,0.0
225.0,375.0,175.0,unknown,0.0,0.0
225.0,425.0,25.0,unknown,0.0,0.0
225.0,425.0,75.0,unknown,0.0,0.0
225.0,425.0,125.0,unknown,0.0,0.0
225.0,425.0,175.0,unknown,0.0,0.0
225.0,475.0,25.0,unknown,0.0,0.0
225.0,475.0,75.0,unknown,0.0,0.0
225.0,475.0,125.0,unknown,0.0,0.0
225.0,475.0,175.0,unknown,0.0,0.0
225.0,525.0,25.0,unknown,0.0,0.0
225.0,525.0,75.0,unknown,0.0,0.0
225.0,525.0,125.0,unknown,0.0,0.0
225.0,525.0,175.0,unknown,0.0,0.0
225.0,575.0,25.0,unknown,0.0,0.0
225.0,575.0,75.0,unknown,0.0,0.0
225.0,575.0,125.0,unknown,0.0,0.0
225.0,575.0,175.0,unknown,0.0,0.0
225.0,625.0,25.0,unknown,0.0,0.0
225.0,625.0,75.0,unknown,0.0,0.0
225.0,625.0,125.0,unknown,0.0,0.0
225.0,625.0,175.0,unknown,0.0,0.0
225.0,675.0,25.0,unknown,0.0,0.0
225.0,675.0,75.0,unknown,0.0,0.0
225.0,675.0,125.0,unknown,0.0,0.0
225.0,675.0,175.0,unknown,0.0,0.0
225.0,725.0,25.0,unknown,0.0,0.0
225.0,725.0,75.0,unknown,0.0,0.0
225.0,725.0,125.0,unknown,0.0,0.0
225.0,725.0,175.0,unknown,0.0,0.0
225.0,775.0,25.0,unknown,0.0,0.0
225.0,775.0,75.0,unknown,0.0,0.0
225.0,775.0,125.0,unknown,0.0,0.0
225.0,775.0,175.0,unknown,0.0,0.0
225.0,825.0,25.0,unknown,0.0,0.0
225.0,825.0,75.0,unknown,0.0,0.0
225.0,825.0,125.0,unknown,0.0,0.0
225.0,825.0,175.0,unknown,0.0,0.0
225.0,875.0,25.0,unknown,0.0,0.0
225.0,875.0,75.0,unknown,0.0,0.0
225.0,875.0,125.0,unknown,0.0,0.0
225.0,875.0,175.0,unknown,0.0,0.0
225.0,925.0,25.0,unknown,0.0,0.0
225.0,925.0,75.0,unknown,0.0,0.0
225.0,925.0,125.0,unknown,0.0,0.0
225.0,925.0,175.0,unknown,0.0,0.0
225.0,975.0,25.0,unknown,0.0,0.0
225.0,975.0,75.0,unknown,0.0,0.0
225.0,975.0,125.0,unknown,0.0,0.0
225.0,975.0,175.0,unknown,0.0,0.0
275.0,25.0,25.0,unknown,0.0,0.0
275.0,25.0,75.0,unknown,0.0,0.0
275.0,25.0,125.0,unknown,0.0,0.0
275.0,25.0,175.0,unknown,0.0,0.0
275.0,75.0,25.0,unknown,0.0,0.0
275.0,75.0,75.0,unknown,0.0,0.0
275.0,75.0,125.0,unknown,0.0,0.0
275.0,75.0,175.0,unknown,0.0,0.0
275.0,125.0,25.0,unknown,0.0,0.0
275.0,125.0,75.0,unknown,0.0,0.0
275.0,125.0,125.0,unknown,0.0,0.0
275.0,125.0,175.0,unknown,0.0,0.0
275.0,175.0,25.0,unknown,0.0,0.0
275.0,175.0,75.0,unknown,0.0,0.0
275.0,175.0,125.0,unknown,0.0,0.0
275.0,175.0,175.0,unknown,0.0,0.0
275.0,225.0,25.0,unknown,0.0,0.0
275.0,225.0,75.0,unknown,0.0,0.0
275.0,225.0,125.0,unknown,0.0,0.0
275.0,225.0,175.0,unknown,0.0,0.0
275.0,275.0,25.0,unknown,0.0,0.0
275.0,275.0,75.0,unknown,0.0,0.0
275.0,275.0,125.0,unknown,0.0,0.0
275.0,275.0,175.0,unknown,0.0,0.0
275.0,325.0,25.0,unknown,0.0,0.0
275.0,325.0,75.0,unknown,0.0,0.0
275.0,325.0,125.0,unknown,0.0,0.0
275.0,325.0,175.0,unknown,0.0,0.0
275.0,375.0,25.0,unknown,0.0,0.0
275.0,375.0,75.0,unknown,0.0,0.0
275.0,375.0,125.0,unknown,0.0,0.0
275.0,375.0,175.0,unknown,0.0,0.0
275.0,425.0,25.0,unknown,0.0,0.0
275.0,425.0,75.0,unknown,0.0,0.0
275.0,425.0,125.0,unknown,0.0,0.0
275.0,425.0,175.0,unknown,0.0,0.0
275.0,475.0,25.0,unknown,0.0,0.0
275.0,475.0,75.0,unknown,0.0,0.0
275.0,475.0,125.0,unknown,0.0,0.0
275.0,475.0,175.0,unknown,0.0,0.0
275.0,525.0,25.0,unknown,0.0,0.0
275.0,525.0,75.0,unknown,0.0,0.0
275.0,525.0,125.0,unknown,0.0,0.0
275.0,525.0,175.0,unknown,0.0,0.0
275.0,575.0,25.0,unknown,0.0,0.0
275.0,575.0,75.0,unknown,0.0,0.0
275.0,575.0,125.0,unknown,0.0,0.0
275.0,575.0,175.0,unknown,0.0,0.0
275.0,625.0,25.0,unknown,0.0,0.0
275.0,625.0,75.0,unknown,0.0,0.0
275.0,625.0,125.0,unknown,0.0,0.0
275.0,625.0,175.0,unknown,0.0,0.0
275.0,675.0,25.0,unknown,0.0,0.0
275.0,675.0,75.0,unknown,0.0,0.0
275.0,675.0,125.0,unknown,0.0,0.0
275.0,675.0,175.0,unknown,0.0,0.0
275.0,725.0,25.0,unknown,0.0,0.0
275.0,725.0,75.0,unknown,0.0,0.0
275.0,725.0,125.0,unknown,0.0,0.0
275.0,725.0,175.0,unknown,0.0,0.0
275.0,775.0,25.0,unknown,0.0,0.0
275.0,775.0,75.0,unknown,0.0,0.0
275.0,775.0,125.0,unknown,0.0,0.0
275.0,775.0,175.0,unknown,0.0,0.0
275.0,825.0,25.0,unknown,0.0,0.0
275.0,825.0,75.0,unknown,0.0,0.0
275.0,825.0,125.0,unknown,0.0,0.0
275.0,825.0,175.0,unknown,0.0,0.0
275.0,875.0,25.0,unknown,0.0,0.0
275.0,875.0,75.0,unknown,0.0,0.0
275.0,875.0,125.0,unknown,0.0,0.0
275.0,875.0,175.0,unknown,0.0,0.0
275.0,925.0,25.0,unknown,0.0,0.0
275.0,925.0,75.0,unknown,0.0,0.0
275.0,925.0,125.0,unknown,0.0,0.0
275.0,925.0,175.0,unknown,0.0,0.0
275.0,975.0,25.0,unknown,0.0,0.0
275.0,975.0,75.0,unknown,0.0,0.0
275.0,975.0,125.0,unknown,0.0,0.0
275.0,975.0,175.0,unknown,0.0,0.0
325.0,25.0,25.0,unknown,0.0,0.0
325.0,25.0,75.0,unknown,0.0,0.0
325.0,25.0,125.0,unknown,0.0,0.0
325.0,25.0,175.0,unknown,0.0,0.0
325.0,75.0,25.0,unknown,0.0,0.0
325.0,75.0,75.0,unknown,0.0,0.0
325.0,75.0,125.0,unknown,0.0,0.0
325.0,75.0,175.0,unknown,0.0,0.0
325.0,125.0,25.0,unknown,0.0,0.0
325.0,125.0,75.0,unknown,0.0,0.0
325.0,125.0,125.0,unknown,0.0,0.0
325.0,125.0,175.0,unknown,0.0,0.0
325.0,175.0,25.0,unknown,0.0,0.0
325.0,175.0,75.0,unknown,0.0,0.0
325.0,175.0,125.0,unknown,0.0,0.0
325.0,175.0,175.0,unknown,0.0,0.0
325.0,225.0,25.0,unknown,0.0,0.0
325.0,225.0,75.0,unknown,0.0,0.0
325.0,225.0,125.0,unknown,0.0,0.0
325.0,225.0,175.0,unknown,0.0,0.0
325.0,275.0,25.0,unknown,0.0,0.0
325.0,275.0,75.0,unknown,0.0,0.0
325.0,275.0,125.0,unknown,0.0,0.0
325.0,275.0,175.0,unknown,0.0,0.0
325.0,325.0,25.0,unknown,0.0,0.0
325.0,325.0,75.0,unknown,0.0,0.0
325.0,325.0,125.0,unknown,0.0,0.0
325.0,325.0,175.0,unknown,0.0,0.0
325.0,375.0,25.0,unknown,0.0,0.0
325.0,375.0,75.0,unknown,0.0,0.0
325.0,375.0,125.0,unknown,0.0,0.0
325.0,375.0,175.0,unknown,0.0,0.0
325.0,425.0,25.0,unknown,0.0,0.0
325.0,425.0,75.0,unknown,0.0,0.0
325.0,425.0,125.0,unknown,0.0,0.0
325.0,425.0,175.0,unknown,0.0,0.0
325.0,475.0,25.0,unknown,0.0,0.0
325.0,475.0,75.0,unknown,0.0,0.0
325.0,475.0,125.0,unknown,0.0,0.0
325.0,475.0,175.0,unknown,0.0,0.0
325.0,525.0,25.0,unknown,0.0,0.0
325.0,525.0,75.0,unknown,0.0,0.0
325.0,525.0,125.0,unknown,0.0,0.0
325.0,525.0,175.0,unknown,0.0,0.0
325.0,575.0,25.0,unknown,0.0,0.0
325.0,575.0,75.0,unknown,0.0,0.0
325.0,575.0,125.0,unknown,0.0,0.0
325.0,575.0,175.0,unknown,0.0,0.0
325.0,625.0,25.0,unknown,0.0,0.0
325.0,625.0,75.0,unknown,0.0,0.0
325.0,625.0,125.0,unknown,0.0,0.0
325.0,625.0,175.0,unknown,0.0,0.0
325.0,675.0,25.0,unknown,0.0,0.0
325.0,675.0,75.0,unknown,0.0,0.0
325.0,675.0,125.0,unknown,0.0,0.0
325.0,675.0,175.0,unknown,0.0,0.0
325.0,725.0,25.0,unknown,0.0,0.0
325.0,725.0,75.0,unknown,0.0,0.0
325.0,725.0,125.0,unknown,0.0,0.0
325.0,725.0,175.0,unknown,0.0,0.0
325.0,775.0,25.0,unknown,0.0,0.0
325.0,775.0,75.0,unknown,0.0,0.0
325.0,775.0,125.0,unknown,0.0,0.0
325.0,775.0,175.0,unknown,0.0,0.0
325.0,825.0,25.0,unknown,0.0,0.0
325.0,825.0,75.0,unknown,0.0,0.0
325.0,825.0,125.0,unknown,0.0,0.0
325.0,825.0,175.0,unknown,0.0,0.0
325.0,875.0,25.0,unknown,0.0,0.0
325.0,875.0,75.0,unknown,0.0,0.0
325.0,875.0,125.0,unknown,0.0,0.0
325.0,875.0,175.0,unknown,0.0,0.0
325.0,925.0,25.0,unknown,0.0,0.0
325.0,925.0,75.0,unknown,0.0,0.0
325.0,925.0,125.0,unknown,0.0,0.0
325.0,925.0,175.0,unknown,0.0,0.0
325.0,975.0,25.0,unknown,0.0,0.0
325.0,975.0,75.0,unknown,0.0,0.0
325.0,975.0,125.0,unknown,0.0,0.0
325.0,975.0,175.0,unknown,0.0,0.0
375.0,25.0,25.0,unknown,0.0,0.0
375.0,25.0,75.0,unknown,0.0,0.0
375.0,25.0,125.0,unknown,0.0,0.0
375.0,25.0,175.0,unknown,0.0,0.0
375.0,75.0,25.0,unknown,0.0,0.0
375.0,75.0,75.0,unknown,0.0,0.0
375.0,75.0,125.0,unknown,0.0,0.0
375.0,75.0,175.0,unknown,0.0,0.0
375.0,125.0,25.0,unknown,0.0,0.0
375.0,125.0,75.0,unknown,0.0,0.0
375.0,125.0,125.0,unknown,0.0,0.0
375.0,125.0,175.0,unknown,0.0,0.0
375.0,175.0,25.0,unknown,0.0,0.0
375.0,175.0,75.0,unknown,0.0,0.0
375.0,175.0,125.0,unknown,0.0,0.0
375.0,175.0,175.0,unknown,0.0,0.0
375.0,225.0,25.0,unknown,0.0,0.0
375.0,225.0,75.0,unknown,0.0,0.0
375.0,225.0,125.0,unknown,0.0,0.0
375.0,225.0,175.0,unknown,0.0,0.0
