X,Y,Z,ROCK_TYPE,POROSITY,PERMEABILITY
25.0,625.0,125.0,unknown,0.0,0.0
25.0,625.0,175.0,unknown,0.0,0.0
25.0,675.0,25.0,unknown,0.0,0.0
25.0,675.0,75.0,unknown,0.0,0.0
25.0,675.0,125.0,unknown,0.0,0.0
25.0,675.0,175.0,unknown,0.0,0.0
25.0,725.0,25.0,unknown,0.0,0.0
25.0,725.0,75.0,unknown,0.0,0.0
25.0,725.0,125.0,unknown,0.0,0.0
25.0,725.0,175.0,unknown,0.0,0.0
25.0,775.0,25.0,unknown,0.0,0.0
25.0,775.0,75.0,unknown,0.0,0.0
25.0,775.0,125.0,unknown,0.0,0.0
25.0,775.0,175.0,unknown,0.0,0.0
25.0,825.0,25.0,unknown,0.0,0.0
25.0,825.0,75.0,unknown,0.0,0.0
25.0,825.0,125.0,unknown,0.0,0.0
25.0,825.0,175.0,unknown,0.0,0.0
25.0,875.0,25.0,unknown,0.0,0.0
25.0,875.0,75.0,unknown,0.0,0.0
25.0,875.0,125.0,unknown,0.0,0.0
25.0,875.0,175.0,unknown,0.0,0.0
25.0,925.0,25.0,unknown,0.0,0.0
25.0,925.0,75.0,unknown,0.0,0.0
25.0,925.0,125.0,unknown,0.0,0.0
25.0,925.0,175.0,unknown,0.0,0.0
25.0,975.0,25.0,unknown,0.0,0.0
25.0,975.0,75.0,unknown,0.0,0.0
25.0,975.0,125.0,unknown,0.0,0.0
25.0,975.0,175.0,unknown,0.0,0.0
75.0,25.0,25.0,unknown,0.0,0.0
75.0,25.0,75.0,unknown,0.0,0.0
75.0,25.0,125.0,unknown,0.0,0.0
75.0,25.0,175.0,unknown,0.0,0.0
75.0,75.0,25.0,unknown,0.0,0.0
75.0,75.0,75.0,unknown,0.0,0.0
75.0,75.0,125.0,basalt,5.523049e-06,1.8533451e-17
75.0,75.0,175.0,basalt,2.5200627e-05,8.4564626e-17
75.0,125.0,25.0,unknown,0.0,0.0
75.0,125.0,75.0,unknown,0.0,0.0
75.0,125.0,125.0,basalt,5.2650612e-05,1.7667732e-16
75.0,125.0,175.0,basalt,0.00024023476,8.061452e-16
75.0,175.0,25.0,unknown,0.0,0.0
75.0,175.0,75.0,unknown,0.0,0.0
75.0,175.0,125.0,basalt,0.034389812,4.602704e-14
75.0,175.0,175.0,basalt,0.00014089768,4.7280416e-16
75.0,225.0,25.0,unknown,0.0,0.0
75.0,225.0,75.0,basalt,0.0043907478,2.8682666e-15
75.0,225.0,125.0,basalt,0.023747846,3.0022964e-14
75.0,225.0,175.0,unknown,0.0,0.0
75.0,275.0,25.0,unknown,0.0,0.0
75.0,275.0,75.0,basalt,0.024378538,2.6574064e-13
75.0,275.0,125.0,basalt,0.0485266,1.0071195e-11
75.0,275.0,175.0,unknown,0.0,0.0
75.0,325.0,25.0,unknown,0.0,0.0
75.0,325.0,75.0,limestone,0.0018597681,2.2474627e-14
75.0,325.0,125.0,sandstone,0.014506061,3.1360147e-12
75.0,325.0,175.0,unknown,0.0,0.0
75.0,375.0,25.0,unknown,0.0,0.0
75.0,375.0,75.0,unknown,0.0,0.0
75.0,375.0,125.0,unknown,0.0,0.0
75.0,375.0,175.0,unknown,0.0,0.0
75.0,425.0,25.0,unknown,0.0,0.0
75.0,425.0,75.0,unknown,0.0,0.0
75.0,425.0,125.0,unknown,0.0,0.0
75.0,425.0,175.0,unknown,0.0,0.0
75.0,475.0,25.0,unknown,0.0,0.0
75.0,475.0,75.0,unknown,0.0,0.0
75.0,475.0,125.0,unknown,0.0,0.0
75.0,475.0,175.0,unknown,0.0,0.0
75.0,525.0,25.0,unknown,0.0,0.0
75.0,525.0,75.0,unknown,0.0,0.0
75.0,525.0,125.0,unknown,0.0,0.0
75.0,525.0,175.0,unknown,0.0,0.0
75.0,575.0,25.0,unknown,0.0,0.0
75.0,575.0,75.0,unknown,0.0,0.0
75.0,575.0,125.0,unknown,0.0,0.0
75.0,575.0,175.0,unknown,0.0,0.0
75.0,625.0,25.0,unknown,0.0,0.0
75.0,625.0,75.0,unknown,0.0,0.0
75.0,625.0,125.0,unknown,0.0,0.0
75.0,625.0,175.0,unknown,0.0,0.0
75.0,675.0,25.0,unknown,0.0,0.0
75.0,675.0,75.0,unknown,0.0,0.0
75.0,675.0,125.0,unknown,0.0,0.0
75.0,675.0,175.0,unknown,0.0,0.0
75.0,725.0,25.0,basalt,0.0035629813,1.0686386e-14
75.0,725.0,75.0,unknown,0.0,0.0
75.0,725.0,125.0,unknown,0.0,0.0
75.0,725.0,175.0,unknown,0.0,0.0
75.0,775.0,25.0,unknown,0.0,0.0
75.0,775.0,75.0,unknown,0.0,0.0
75.0,775.0,125.0,unknown,0.0,0.0
75.0,775.0,175.0,unknown,0.0,0.0
75.0,825.0,25.0,unknown,0.0,0.0
75.0,825.0,75.0,unknown,0.0,0.0
75.0,825.0,125.0,unknown,0.0,0.0
75.0,825.0,175.0,unknown,0.0,0.0
75.0,875.0,25.0,unknown,0.0,0.0
75.0,875.0,75.0,unknown,0.0,0.0
75.0,875.0,125.0,unknown,0.0,0.0
75.0,875.0,175.0,unknown,0.0,0.0
75.0,925.0,25.0,unknown,0.0,0.0
75.0,925.0,75.0,unknown,0.0,0.0
75.0,925.0,125.0,unknown,0.0,0.0
75.0,925.0,175.0,unknown,0.0,0.0
75.0,975.0,25.0,unknown,0.0,0.0
75.0,975.0,75.0,unknown,0.0,0.0
75.0,975.0,125.0,unknown,0.0,0.0
75.0,975.0,175.0,unknown,0.0,0.0
125.0,25.0,25.0,unknown,0.0,0.0
125.0,25.0,75.0,unknown,0.0,0.0
125.0,25.0,125.0,unknown,0.0,0.0
125.0,25.0,175.0,unknown,0.0,0.0
125.0,75.0,25.0,unknown,0.0,0.0
125.0,75.0,75.0,unknown,0.0,0.0
125.0,75.0,125.0,basalt,0.00040610656,1.3627538e-15
125.0,75.0,175.0,basalt,0.0018529872,6.2179876e-15
125.0,125.0,25.0,unknown,0.0,0.0
125.0,125.0,75.0,limestone,0.009436221,4.2928744e-13
125.0,125.0,125.0,limestone,0.09825758,4.390808e-12
125.0,125.0,175.0,basalt,0.01766432,5.927538e-14
125.0,175.0,25.0,unknown,0.0,0.0
125.0,175.0,75.0,limestone,0.007607042,3.4607153e-13
125.0,175.0,125.0,limestone,0.10798726,4.759068e-12
125.0,175.0,175.0,basalt,0.010360124,3.476501e-14
125.0,225.0,25.0,unknown,0.0,0.0
125.0,225.0,75.0,unknown,0.0,0.0
125.0,225.0,125.0,basalt,0.009648567,1.2909596e-14
125.0,225.0,175.0,unknown,0.0,0.0
125.0,275.0,25.0,unknown,0.0,0.0
125.0,275.0,75.0,limestone,0.01635327,1.9762337e-13
125.0,275.0,125.0,sandstone,0.008191848,1.7709672e-12
125.0,275.0,175.0,unknown,0.0,0.0
125.0,325.0,25.0,unknown,0.0,0.0
125.0,325.0,75.0,limestone,0.025933094,3.133921e-13
125.0,325.0,125.0,sandstone,0.029604206,6.40003e-12
125.0,325.0,175.0,unknown,0.0,0.0
125.0,375.0,25.0,unknown,0.0,0.0
125.0,375.0,75.0,sandstone,0.0014553708,9.488472e-13
125.0,375.0,125.0,sandstone,0.00021249091,1.3853611e-13
125.0,375.0,175.0,unknown,0.0,0.0
125.0,425.0,25.0,unknown,0.0,0.0
125.0,425.0,75.0,sandstone,0.0598918,3.9047213e-11
125.0,425.0,125.0,sandstone,0.008744482,5.701075e-12
125.0,425.0,175.0,unknown,0.0,0.0
125.0,475.0,25.0,unknown,0.0,0.0
125.0,475.0,75.0,sandstone,0.032479323,2.1175303e-11
125.0,475.0,125.0,sandstone,0.0047421325,3.091693e-12
125.0,475.0,175.0,unknown,0.0,0.0
125.0,525.0,25.0,unknown,0.0,0.0
125.0,525.0,75.0,unknown,0.0,0.0
125.0,525.0,125.0,unknown,0.0,0.0
125.0,525.0,175.0,unknown,0.0,0.0
125.0,575.0,25.0,unknown,0.0,0.0
125.0,575.0,75.0,unknown,0.0,0.0
125.0,575.0,125.0,unknown,0.0,0.0
125.0,575.0,175.0,unknown,0.0,0.0
125.0,625.0,25.0,unknown,0.0,0.0
125.0,625.0,75.0,unknown,0.0,0.0
125.0,625.0,125.0,unknown,0.0,0.0
125.0,625.0,175.0,unknown,0.0,0.0
125.0,675.0,25.0,unknown,0.0,0.0
125.0,675.0,75.0,unknown,0.0,0.0
125.0,675.0,125.0,unknown,0.0,0.0
125.0,675.0,175.0,unknown,0.0,0.0
125.0,725.0,25.0,basalt,0.004504045,1.35089016e-14
125.0,725.0,75.0,unknown,0.0,0.0
125.0,725.0,125.0,unknown,0.0,0.0
125.0,725.0,175.0,unknown,0.0,0.0
125.0,775.0,25.0,unknown,0.0,0.0
125.0,775.0,75.0,granite,9.540812e-05,5.2084906e-19
125.0,775.0,125.0,granite,7.5886055e-05,4.1427485e-19
125.0,775.0,175.0,unknown,0.0,0.0
125.0,825.0,25.0,unknown,0.0,0.0
125.0,825.0,75.0,granite,0.014677499,4.2699373e-16
125.0,825.0,125.0,granite,0.013720023,6.038926e-16
125.0,825.0,175.0,unknown,0.0,0.0
125.0,875.0,25.0,unknown,0.0,0.0
125.0,875.0,75.0,basalt,0.008088841,3.2281694e-15
125.0,875.0,125.0,basalt,0.0073255035,4.1045887e-15
125.0,875.0,175.0,unknown,0.0,0.0
125.0,925.0,25.0,unknown,0.0,0.0
125.0,925.0,75.0,unknown,0.0,0.0
125.0,925.0,125.0,basalt,0.005785777,7.357529e-17
125.0,925.0,175.0,basalt,0.0066581555,8.4668963e-17
125.0,975.0,25.0,unknown,0.0,0.0
125.0,975.0,75.0,unknown,0.0,0.0
125.0,975.0,125.0,basalt,0.0017485749,2.223589e-17
125.0,975.0,175.0,basalt,0.0020122249,2.5588616e-17
175.0,25.0,25.0,unknown,0.0,0.0
175.0,25.0,75.0,unknown,0.0,0.0
175.0,25.0,125.0,unknown,0.0,0.0
175.0,25.0,175.0,unknown,0.0,0.0
175.0,75.0,25.0,unknown,0.0,0.0
175.0,75.0,75.0,shale,0.0184181,1.5949703e-16
175.0,75.0,125.0,basalt,0.00014311195,4.8023444e-16
175.0,75.0,175.0,basalt,0.0006529927,2.1912188e-15
175.0,125.0,25.0,unknown,0.0,0.0
175.0,125.0,75.0,limestone,0.04266847,3.9453006e-13
175.0,125.0,125.0,limestone,0.12786031,5.4901704e-12
175.0,125.0,175.0,basalt,0.0062249065,2.0888644e-14
175.0,175.0,25.0,unknown,0.0,0.0
175.0,175.0,75.0,limestone,0.011087359,5.044036e-13
175.0,175.0,125.0,shale,0.067875646,2.006042e-12
175.0,175.0,175.0,basalt,0.0036509077,1.225119e-14
175.0,225.0,25.0,unknown,0.0,0.0
175.0,225.0,75.0,granite,0.00013101427,9.871289e-21
175.0,225.0,125.0,basalt,0.023888346,3.6589198e-14
175.0,225.0,175.0,limestone,0.0006011889,2.3717864e-14
175.0,275.0,25.0,unknown,0.0,0.0
175.0,275.0,75.0,granite,0.002014994,1.5182002e-19
175.0,275.0,125.0,sandstone,0.002677096,5.7875205e-13
175.0,275.0,175.0,limestone,0.0046316558,1.8272623e-13
175.0,325.0,25.0,unknown,0.0,0.0
175.0,325.0,75.0,unknown,0.0,0.0
175.0,325.0,125.0,shale,0.050945748,7.902454e-13
175.0,325.0,175.0,shale,0.042274725,5.77447e-14
175.0,375.0,25.0,unknown,0.0,0.0
175.0,375.0,75.0,sandstone,0.0005591096,3.6451856e-13
175.0,375.0,125.0,sandstone,8.163261e-05,5.3221404e-14
175.0,375.0,175.0,unknown,0.0,0.0
175.0,425.0,25.0,unknown,0.0,0.0
175.0,425.0,75.0,sandstone,0.023008626,1.5000763e-11
175.0,425.0,125.0,sandstone,0.0033593664,2.1901812e-12
175.0,425.0,175.0,unknown,0.0,0.0
175.0,475.0,25.0,granite,0.0010281499,5.759696e-18
175.0,475.0,75.0,sandstone,0.012994716,5.362558e-12
175.0,475.0,125.0,sandstone,0.0018217844,1.1877353e-12
175.0,475.0,175.0,unknown,0.0,0.0
175.0,525.0,25.0,unknown,0.0,0.0
175.0,525.0,75.0,unknown,0.0,0.0
175.0,525.0,125.0,unknown,0.0,0.0
175.0,525.0,175.0,unknown,0.0,0.0
175.0,575.0,25.0,unknown,0.0,0.0
175.0,575.0,75.0,unknown,0.0,0.0
175.0,575.0,125.0,unknown,0.0,0.0
175.0,575.0,175.0,unknown,0.0,0.0
175.0,625.0,25.0,unknown,0.0,0.0
175.0,625.0,75.0,unknown,0.0,0.0
175.0,625.0,125.0,unknown,0.0,0.0
175.0,625.0,175.0,unknown,0.0,0.0
175.0,675.0,25.0,unknown,0.0,0.0
175.0,675.0,75.0,unknown,0.0,0.0
175.0,675.0,125.0,unknown,0.0,0.0
175.0,675.0,175.0,unknown,0.0,0.0
175.0,725.0,25.0,unknown,0.0,0.0
175.0,725.0,75.0,unknown,0.0,0.0
175.0,725.0,125.0,unknown,0.0,0.0
175.0,725.0,175.0,unknown,0.0,0.0
175.0,775.0,25.0,unknown,0.0,0.0
175.0,775.0,75.0,granite,0.00015260416,8.330919e-19
175.0,775.0,125.0,granite,0.00012137885,6.626277e-19
175.0,775.0,175.0,unknown,0.0,0.0
175.0,825.0,25.0,unknown,0.0,0.0
175.0,825.0,75.0,granite,0.014370873,9.019198e-16
175.0,825.0,125.0,granite,0.013433588,1.3114543e-15
175.0,825.0,175.0,unknown,0.0,0.0
175.0,875.0,25.0,unknown,0.0,0.0
175.0,875.0,75.0,basalt,0.009648027,6.8476816e-15
175.0,875.0,125.0,basalt,0.009581355,8.589349e-15
175.0,875.0,175.0,unknown,0.0,0.0
175.0,925.0,25.0,unknown,0.0,0.0
175.0,925.0,75.0,unknown,0.0,0.0
175.0,925.0,125.0,basalt,0.012717865,1.6172775e-16
175.0,925.0,175.0,basalt,0.014635463,1.8611303e-16
175.0,975.0,25.0,unknown,0.0,0.0
175.0,975.0,75.0,unknown,0.0,0.0
175.0,975.0,125.0,basalt,0.0038435876,4.8877285e-17
175.0,975.0,175.0,basalt,0.0044231233,5.6247e-17
225.0,25.0,25.0,unknown,0.0,0.0
225.0,25.0,75.0,unknown,0.0,0.0
225.0,25.0,125.0,unknown,0.0,0.0
225.0,25.0,175.0,unknown,0.0,0.0
225.0,75.0,25.0,unknown,0.0,0.0
225.0,75.0,75.0,shale,0.006241796,5.4052696e-17
225.0,75.0,125.0,sandstone,0.048802186,6.8813076e-12
225.0,75.0,175.0,unknown,0.0,0.0
225.0,125.0,25.0,unknown,0.0,0.0
225.0,125.0,75.0,shale,0.0013415121,1.1617224e-17
225.0,125.0,125.0,sandstone,0.07228649,9.834181e-12
225.0,125.0,175.0,unknown,0.0,0.0
225.0,175.0,25.0,unknown,0.0,0.0
225.0,175.0,75.0,unknown,0.0,0.0
225.0,175.0,125.0,shale,0.029182322,3.257592e-13
225.0,175.0,175.0,unknown,0.0,0.0
225.0,225.0,25.0,sandstone,0.017248936,5.731305e-12
225.0,225.0,75.0,granite,0.065893225,2.1748043e-11
225.0,225.0,125.0,basalt,0.012048704,1.849265e-14
225.0,225.0,175.0,limestone,0.008854034,3.4930582e-13
225.0,275.0,25.0,sandstone,0.02337527,7.766903e-12
225.0,275.0,75.0,granite,0.017496243,2.6737987e-12
225.0,275.0,125.0,unknown,0.0,0.0
225.0,275.0,175.0,limestone,0.0682129,2.691108e-12
225.0,325.0,25.0,unknown,0.0,0.0
225.0,325.0,75.0,unknown,0.0,0.0
225.0,325.0,125.0,shale,0.010656462,1.322608e-16
225.0,325.0,175.0,limestone,0.048276883,1.6937526e-12
225.0,375.0,25.0,unknown,0.0,0.0
225.0,375.0,75.0,unknown,0.0,0.0
225.0,375.0,125.0,unknown,0.0,0.0
225.0,375.0,175.0,unknown,0.0,0.0
225.0,425.0,25.0,granite,0.000686374,8.841398e-19
225.0,425.0,75.0,granite,0.013472541,1.73544e-17
225.0,425.0,125.0,unknown,0.0,0.0
225.0,425.0,175.0,unknown,0.0,0.0
225.0,475.0,25.0,granite,0.0010031871,5.619855e-18
225.0,475.0,75.0,granite,0.0007856285,4.4010914e-18
225.0,475.0,125.0,unknown,0.0,0.0
225.0,475.0,175.0,unknown,0.0,0.0
225.0,525.0,25.0,unknown,0.0,0.0
225.0,525.0,75.0,unknown,0.0,0.0
225.0,525.0,125.0,unknown,0.0,0.0
225.0,525.0,175.0,unknown,0.0,0.0
225.0,575.0,25.0,unknown,0.0,0.0
225.0,575.0,75.0,unknown,0.0,0.0
225.0,575.0,125.0,unknown,0.0,0.0
225.0,575.0,175.0,unknown,0.0,0.0
225.0,625.0,25.0,unknown,0.0,0.0
225.0,625.0,75.0,unknown,0.0,0.0
225.0,625.0,125.0,unknown,0.0,0.0
225.0,625.0,175.0,unknown,0.0,0.0
225.0,675.0,25.0,unknown,0.0,0.0
225.0,675.0,75.0,unknown,0.0,0.0
225.0,675.0,125.0,unknown,0.0,0.0
225.0,675.0,175.0,unknown,0.0,0.0
225.0,725.0,25.0,unknown,0.0,0.0
225.0,725.0,75.0,unknown,0.0,0.0
225.0,725.0,125.0,unknown,0.0,0.0
225.0,725.0,175.0,unknown,0.0,0.0
225.0,775.0,25.0,unknown,0.0,0.0
225.0,775.0,75.0,granite,2.6125832e-05,1.4262534e-19
225.0,775.0,125.0,granite,2.078006e-05,1.1344186e-19
225.0,775.0,175.0,unknown,0.0,0.0
225.0,825.0,25.0,unknown,0.0,0.0
225.0,825.0,75.0,granite,0.0009712205,5.3020573e-18
225.0,825.0,125.0,granite,0.0007724929,4.2171694e-18
225.0,825.0,175.0,unknown,0.0,0.0
225.0,875.0,25.0,unknown,0.0,0.0
225.0,875.0,75.0,granite,0.000283305,1.5466101e-18
225.0,875.0,125.0,granite,0.00022533619,1.2301484e-18
225.0,875.0,175.0,unknown,0.0,0.0
225.0,925.0,25.0,unknown,0.0,0.0
225.0,925.0,75.0,unknown,0.0,0.0
225.0,925.0,125.0,unknown,0.0,0.0
225.0,925.0,175.0,unknown,0.0,0.0
225.0,975.0,25.0,unknown,0.0,0.0
225.0,975.0,75.0,unknown,0.0,0.0
225.0,975.0,125.0,unknown,0.0,0.0
225.0,975.0,175.0,unknown,0.0,0.0
275.0,25.0,25.0,unknown,0.0,0.0
275.0,25.0,75.0,unknown,0.0,0.0
275.0,25.0,125.0,unknown,0.0,0.0
275.0,25.0,175.0,unknown,0.0,0.0
275.0,75.0,25.0,unknown,0.0,0.0
275.0,75.0,75.0,unknown,0.0,0.0
275.0,75.0,125.0,sandstone,0.04042013,5.6994036e-12
275.0,75.0,175.0,unknown,0.0,0.0
275.0,125.0,25.0,shale,0.0006333582,6.8301077e-18
275.0,125.0,75.0,shale,0.0007855403,8.4712336e-18
275.0,125.0,125.0,sandstone,0.06252147,8.815783e-12
275.0,125.0,175.0,unknown,0.0,0.0
275.0,175.0,25.0,unknown,0.0,0.0
275.0,175.0,75.0,unknown,0.0,0.0
275.0,175.0,125.0,sandstone,0.01263559,1.7816698e-12
275.0,175.0,175.0,unknown,0.0,0.0
275.0,225.0,25.0,unknown,0.0,0.0
275.0,225.0,75.0,granite,5.3082815e-05,3.9995326e-21
275.0,225.0,125.0,unknown,0.0,0.0
275.0,225.0,175.0,limestone,0.0065652663,2.5901026e-13
275.0,275.0,25.0,unknown,0.0,0.0
275.0,275.0,75.0,granite,0.00081641146,6.1512646e-20
275.0,275.0,125.0,unknown,0.0,0.0
275.0,275.0,175.0,limestone,0.050579865,1.9954565e-12
275.0,325.0,25.0,unknown,0.0,0.0
275.0,325.0,75.0,unknown,0.0,0.0
275.0,325.0,125.0,unknown,0.0,0.0
275.0,325.0,175.0,limestone,0.034242567,1.3509241e-12
275.0,375.0,25.0,shale,0.0012470582,1.7215126e-17
275.0,375.0,75.0,shale,0.002016822,2.78414e-17
275.0,375.0,125.0,unknown,0.0,0.0
275.0,375.0,175.0,unknown,0.0,0.0
275.0,425.0,25.0,shale,0.048833255,6.73633e-16
275.0,425.0,75.0,granite,0.027927427,3.2943793e-16
275.0,425.0,125.0,unknown,0.0,0.0
275.0,425.0,175.0,unknown,0.0,0.0
275.0,475.0,25.0,unknown,0.0,0.0
275.0,475.0,75.0,unknown,0.0,0.0
275.0,475.0,125.0,unknown,0.0,0.0
275.0,475.0,175.0,unknown,0.0,0.0
275.0,525.0,25.0,unknown,0.0,0.0
275.0,525.0,75.0,unknown,0.0,0.0
275.0,525.0,125.0,unknown,0.0,0.0
275.0,525.0,175.0,unknown,0.0,0.0
275.0,575.0,25.0,shale,0.0016404038,1.2787467e-17
275.0,575.0,75.0,shale,0.00015492392,1.207681e-18
275.0,575.0,125.0,unknown,0.0,0.0
275.0,575.0,175.0,unknown,0.0,0.0
275.0,625.0,25.0,shale,0.06407827,4.995104e-16
275.0,625.0,75.0,shale,0.0060517155,4.717504e-17
275.0,625.0,125.0,unknown,0.0,0.0
275.0,625.0,175.0,unknown,0.0,0.0
275.0,675.0,25.0,shale,0.0064334585,5.015085e-17
275.0,675.0,75.0,shale,0.0006075922,4.7363737e-18
275.0,675.0,125.0,unknown,0.0,0.0
275.0,675.0,175.0,unknown,0.0,0.0
275.0,725.0,25.0,unknown,0.0,0.0
275.0,725.0,75.0,unknown,0.0,0.0
275.0,725.0,125.0,unknown,0.0,0.0
275.0,725.0,175.0,unknown,0.0,0.0
275.0,775.0,25.0,sandstone,0.0035856206,2.2364567e-12
275.0,775.0,75.0,unknown,0.0,0.0
275.0,775.0,125.0,unknown,0.0,0.0
275.0,775.0,175.0,unknown,0.0,0.0
275.0,825.0,25.0,sandstone,0.043514814,2.7141464e-11
275.0,825.0,75.0,limestone,0.0017397411,2.1407424e-15
275.0,825.0,125.0,limestone,0.03132723,2.5154496e-13
275.0,825.0,175.0,limestone,0.009843175,1.3738854e-13
275.0,875.0,25.0,sandstone,0.0045429463,2.8335689e-12
275.0,875.0,75.0,limestone,0.0011461631,1.4103478e-15
275.0,875.0,125.0,limestone,0.048123665,6.179838e-13
275.0,875.0,175.0,limestone,0.05412394,2.6295023e-12
275.0,925.0,25.0,unknown,0.0,0.0
275.0,925.0,75.0,unknown,0.0,0.0
275.0,925.0,125.0,sandstone,0.011062598,5.4969717e-13
275.0,925.0,175.0,sandstone,0.021869354,1.0866816e-12
275.0,975.0,25.0,unknown,0.0,0.0
275.0,975.0,75.0,unknown,0.0,0.0
275.0,975.0,125.0,sandstone,0.0049084746,2.4390063e-13
275.0,975.0,175.0,sandstone,0.009703432,4.8216064e-13
325.0,25.0,25.0,unknown,0.0,0.0
325.0,25.0,75.0,unknown,0.0,0.0
325.0,25.0,125.0,unknown,0.0,0.0
325.0,25.0,175.0,unknown,0.0,0.0
325.0,75.0,25.0,unknown,0.0,0.0
325.0,75.0,75.0,unknown,0.0,0.0
325.0,75.0,125.0,unknown,0.0,0.0
325.0,75.0,175.0,unknown,0.0,0.0
325.0,125.0,25.0,shale,0.0043205963,4.659313e-17
325.0,125.0,75.0,shale,0.0053587416,5.7788446e-17
325.0,125.0,125.0,unknown,0.0,0.0
325.0,125.0,175.0,unknown,0.0,0.0
325.0,175.0,25.0,unknown,0.0,0.0
325.0,175.0,75.0,unknown,0.0,0.0
325.0,175.0,125.0,unknown,0.0,0.0
325.0,175.0,175.0,unknown,0.0,0.0
325.0,225.0,25.0,unknown,0.0,0.0
325.0,225.0,75.0,unknown,0.0,0.0
325.0,225.0,125.0,unknown,0.0,0.0
325.0,225.0,175.0,unknown,0.0,0.0
325.0,275.0,25.0,unknown,0.0,0.0
325.0,275.0,75.0,unknown,0.0,0.0
325.0,275.0,125.0,unknown,0.0,0.0
325.0,275.0,175.0,unknown,0.0,0.0
325.0,325.0,25.0,unknown,0.0,0.0
325.0,325.0,75.0,unknown,0.0,0.0
325.0,325.0,125.0,unknown,0.0,0.0
325.0,325.0,175.0,unknown,0.0,0.0
325.0,375.0,25.0,shale,0.0028668004,3.9575e-17
325.0,375.0,75.0,shale,0.0046363724,6.400322e-17
325.0,375.0,125.0,unknown,0.0,0.0
325.0,375.0,175.0,unknown,0.0,0.0
325.0,425.0,25.0,shale,0.01027801,1.4188371e-16
325.0,425.0,75.0,shale,0.016622255,2.294634e-16
325.0,425.0,125.0,unknown,0.0,0.0
325.0,425.0,175.0,limestone,0.046134096,1.1481994e-13
325.0,475.0,25.0,unknown,0.0,0.0
325.0,475.0,75.0,shale,0.015735202,1.2619797e-16
325.0,475.0,125.0,unknown,0.0,0.0
325.0,475.0,175.0,limestone,0.096696906,2.406622e-13
325.0,525.0,25.0,unknown,0.0,0.0
325.0,525.0,75.0,shale,0.0048451503,3.8858613e-17
325.0,525.0,125.0,unknown,0.0,0.0
325.0,525.0,175.0,limestone,0.04876425,1.2136596e-13
325.0,575.0,25.0,shale,0.0007719806,6.0178337e-18
325.0,575.0,75.0,shale,7.290782e-05,5.6833957e-19
325.0,575.0,125.0,unknown,0.0,0.0
325.0,575.0,175.0,unknown,0.0,0.0
325.0,625.0,25.0,shale,0.030155493,2.3507163e-16
325.0,625.0,75.0,shale,0.0028479616,2.2200763e-17
325.0,625.0,125.0,unknown,0.0,0.0
325.0,625.0,175.0,unknown,0.0,0.0
325.0,675.0,25.0,shale,0.006752026,1.4424754e-12
325.0,675.0,75.0,sandstone,0.24103117,9.2210184e-11
325.0,675.0,125.0,unknown,0.0,0.0
325.0,675.0,175.0,unknown,0.0,0.0
